"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality_group"
0.229508850933746,2.1357671207934,-2.46130371938474,-0.815172919207576,0.624553964051543,-1.19360131745924,-1.4633484865965,1.03532177491528,1.78174153168777,0.250354908894011,-0.929892299402759,"Medium"
0.550261342307026,3.0128173084785,-2.46130371938474,-0.498175458767456,1.28199913629757,-0.0139435215717825,-0.51325989417756,0.702127022238219,-0.0969367498935241,1.05921332177595,-0.558869796331923,"Medium"
0.550261342307026,2.43803172159677,-2.10451845813876,-0.625739925536668,1.10401151613587,-0.754684041548972,-0.816778171622777,0.76877931991728,0.27727167852244,0.862548653457009,-0.558869796331923,"Medium"
2.80272792720804,-0.337108581595015,1.58394008561924,-0.815172919207576,0.594351582139276,-0.574982161907492,-0.668661948590999,1.10194071141616,-0.349390847414398,0.389396200573402,-0.558869796331923,"Medium"
0.229508850933746,2.1357671207934,-2.46130371938474,-0.815172919207576,0.624553964051543,-1.19360131745924,-1.4633484865965,1.03532177491528,1.78174153168777,0.250354908894011,-0.929892299402759,"Medium"
0.229508850933746,1.92827107229998,-2.46130371938474,-0.866619128368086,0.594351582139276,-0.958413229814895,-1.23700708836421,1.03532177491528,1.78174153168777,0.250354908894011,-0.929892299402759,"Medium"
0.628171043102367,1.6074585631338,-1.93123973186157,-0.975266345297704,0.412545178010165,-0.754684041548972,-0.692307319660702,0.568802396805805,0.523827228926362,-0.472730223325031,-0.929892299402759,"Medium"
0.146933790221275,1.87561579232445,-2.46130371938474,-1.22017874605439,0.290773116348018,-0.754684041548972,-2.12754340701174,-0.0314891789086541,1.07029387217469,-0.398227587336309,-0.378480708008091,"High"
0.550261342307026,1.49784174267854,-2.28116202931368,-0.765470989278659,0.533862440997085,-1.47176978435644,-2.33726149175643,0.702127022238219,0.889393150509704,0.320096959561475,-0.835815701270394,"High"
0.311106669045409,1.04504263386148,0.335840955164364,0.497519655808473,0.473260446914221,-0.574982161907492,0.0807192915629281,1.03532177491528,0.828816196520947,1.81224248866971,0.0585214352281071,"Medium"
-0.370428951458345,1.49784174267854,-1.76120005068796,-0.866619128368086,1.2524021780709,-0.754684041548972,-0.555964927535166,0.402109044828381,0.400837486957707,0.109519486563251,-1.12079013216194,"Medium"
0.311106669045409,1.04504263386148,0.335840955164364,0.497519655808473,0.473260446914221,-0.574982161907492,0.0807192915629281,1.03532177491528,0.828816196520947,1.81224248866971,0.0585214352281071,"Medium"
-1.43328789350031,1.68877569118007,-2.46130371938474,-0.975266345297704,1.01465063610096,-0.66218890052756,-0.692307319660702,-0.131590439939244,2.18806147365646,-0.0331569737735624,-0.468261509924775,"Medium"
1.07800021108929,-0.337108581595015,1.58394008561924,-0.866619128368086,1.10401151613587,0.482554269554522,0.094540774734133,0.735454005524842,0.523827228926362,1.50476880978521,0.0585214352281071,"High"
0.229508850933746,1.55282250753373,-1.76120005068796,0.0962633617502679,0.925043242981315,-2.01594966127691,-1.68386294243506,0.902063891886893,1.01013135608793,-0.177723243446413,-1.31546836469205,"Medium"
1.36236773592474,-0.75548119296582,1.10504751344303,-0.866619128368086,0.654728289868818,0.204385802657321,-0.668661948590999,0.702127022238219,1.07029387217469,0.038414389525858,-0.929892299402759,"Medium"
0.391750104823418,0.381340369739469,-0.00490517513730164,-0.625739925536668,0.805180895141703,-0.136064885997225,-0.43149407557309,1.1685529796886,1.84017179227497,0.862548653457009,-0.650320962619828,"Medium"
